"Gen","Treatment","Replicate","Contest","Vial","Red","Brown"
"70","MC","3","35","5",20,15
"70","MC","3","35","6",43,32
"70","MC","3","59","1",29,33
"70","MC","3","59","2",20,24
"70","MC","3","59","3",26,28
"70","MC","3","59","4",28,30
"70","MC","3","59","5",17,15
"70","MC","3","59","6",52,41
"70","MC","3","83","1",33,38
"70","MC","3","83","2",40,43
"70","MC","3","83","3",26,25
"70","MC","3","83","4",34,22
"70","MC","3","83","5",38,30
"70","MC","3","83","6",28,24
"70","MC","3","107","1",22,41
"70","MC","3","107","2",15,22
"70","MC","3","107","3",20,25
"70","MC","3","107","4",26,21
"70","MC","3","107","5",41,41
"70","MC","3","107","6",23,24
"70","MC","3","130","1",24,31
"70","MC","3","130","2",28,40
"70","MC","3","130","3",35,28
"70","MC","3","130","4",29,30
"70","MC","3","130","5",26,38
"70","MC","3","130","6",34,23
"70","MC","5","19","1",32,33
"70","MC","5","19","2",20,35
"70","MC","5","19","3",27,41
"70","MC","5","19","4",19,19
"70","MC","5","19","5",19,38
"70","MC","5","19","6",22,37
"70","MC","5","43","1",12,13
"70","MC","5","43","2",11,10
"70","MC","5","43","3",38,27
"70","MC","5","43","4",28,27
"70","MC","5","43","5",23,20
"70","MC","5","43","6",28,35
"70","MC","5","67","1",18,23
"70","MC","5","67","2",24,25
"70","MC","5","67","3",27,27
"70","MC","5","67","4",27,19
"70","MC","5","67","5",42,34
"70","MC","5","67","6",12,16
"70","MC","5","91","1",11,26
"70","MC","5","91","2",23,29
"70","MC","5","91","3",23,44
"70","MC","5","91","4",17,30
"70","MC","5","91","5",11,25
"70","MC","5","91","6",14,26
"70","MC","5","115","1",10,31
"70","MC","5","115","2",23,33
"70","MC","5","115","3",12,19
"70","MC","5","115","4",16,31
"70","MC","5","115","5",20,26
"70","MC","5","115","6",14,37
"70","MC","5","137","1",8,19
"70","MC","5","137","2",9,28
"70","MC","5","137","3",15,25
"70","MC","5","137","4",17,25
"70","MC","5","137","5",7,24
"70","MC","5","137","6",14,27
