Study,Trait,Generations,Organism,Interpretation,Estimate,Var,Lower_95_CI,Upper_95_CI
"Prasad et al. (2007) Am. Nat. 169, 29-37",Male fitness (2007),25,Drosophila melanogaster,This positive effect size indicates that males carrying male-evolved haplotypes were fitter than control males.,0.93,0.04,0.56,1.31
