Study,Trait,Generations,Organism,Interpretation,Effect_size_source,Estimate,Var,Lower_95_CI,Upper_95_CI
"Prasad et al. (2007) Am. Nat. 169, 29-37",Male development time,25,Drosophila melanogaster,This positive effect size indicates that males carrying male-evolved haplotypes developed faster than control males  (i.e. have a masculinised phenotype).,Calculated from sample means (pseudoreplicated),0.89,0.04,0.52,1.27
