Study,Trait,Generations,Organism,Interpretation,Effect_size_source,Estimate,Var,Lower_95_CI,Upper_95_CI
"Manat et al. (2021) Biol. Lett. 17, 20200915",Sperm defence,160,Drosophila melanogaster,The positive effect indicates that males carrying an X chromosome that underwent female-limited evolution have worse sperm defence (i.e. sire fewer offspring when after the female remates) compared to males carrying control X chromosomes.,Calculated from sample means (pseudoreplicated),0.5,0.01,0.27,0.73
