Study,Trait,Generations,Organism,Interpretation,Estimate,Var,Lower_95_CI,Upper_95_CI
Jiang et al. (2011) Evolution 65: 2448-2460,Sperm offence,65,Drosophila melanogaster,"Apositive effect size would mean that males carrying haplotypes that had undergone male-limited evolution sire more offspring when mating second with twice-mated females, compared to control males (there is no difference in mating rates, though).",-0.06,0.02,-0.31,0.18
