Study,Trait,Generations,Organism,Interpretation,Effect_size_source,Estimate,Var,Lower_95_CI,Upper_95_CI
"Abbott et al. (2010) J. Evol. Biol. 23, 1989–1997",Male body mass (2010),82,Drosophila melanogaster,The positive effect size indicates that males carrying male-evolved haplotypes have lower body mass than males carrying control genotypes.,Calculated from sample means (pseudoreplicated),0.43,0.01,0.24,0.62
