Study,Trait,Generations,Organism,Interpretation,Effect_size_source,Estimate,Var,Lower_95_CI,Upper_95_CI
Jiang et al. (2011) Evolution 65: 2448-2460,Male mating success,65,Drosophila melanogaster,"A positive effect size would mean that the males carrying haplotypes that had undergone male-limited evolution are more likely to mate with females, compared to the mates of control males (there is no difference in mating rates, though).",Calculated from sample means (pseudoreplicated),-0,0.02,-0.25,0.24
