rep_population,regime,type,regimetype,vial,female,age,dead,help
RP4,bCFM,1X,dCFM1X,1,3,13,1,kRP4CFM8
RP4,bCFM,1X,dCFM1X,1,4,46,1,kRP4CFM8
RP4,bCFM,1X,dCFM1X,1,5,48,0,kRP4CFM8
RP4,bCFM,1X,dCFM1X,2,1,8,1,kRP4CFM9
RP4,bCFM,1X,dCFM1X,2,2,26,1,kRP4CFM9
RP4,bCFM,1X,dCFM1X,2,3,39,1,kRP4CFM9
RP4,bCFM,1X,dCFM1X,2,4,40,1,kRP4CFM9
RP4,bCFM,1X,dCFM1X,2,5,48,0,kRP4CFM9
RP4,bCFM,1X,dCFM1X,3,1,5,1,kRP4CFM10
RP4,bCFM,1X,dCFM1X,3,2,9,1,kRP4CFM10
RP4,bCFM,1X,dCFM1X,3,3,12,1,kRP4CFM10
RP4,bCFM,1X,dCFM1X,3,4,16,1,kRP4CFM10
RP4,bCFM,1X,dCFM1X,3,5,41,1,kRP4CFM10
RP4,bCFM,1X,dCFM1X,4,1,32,1,kRP4CFM11
RP4,bCFM,1X,dCFM1X,4,2,36,1,kRP4CFM11
RP4,bCFM,1X,dCFM1X,4,3,47,1,kRP4CFM11
RP4,bCFM,1X,dCFM1X,4,4,47,1,kRP4CFM11
RP4,bCFM,1X,dCFM1X,4,5,48,0,kRP4CFM11
RP4,bCFM,1X,dCFM1X,5,1,4,1,kRP4CFM12
RP4,bCFM,1X,dCFM1X,5,2,23,1,kRP4CFM12
RP4,bCFM,1X,dCFM1X,5,3,41,1,kRP4CFM12
RP4,bCFM,1X,dCFM1X,5,4,41,1,kRP4CFM12
RP4,bCFM,1X,dCFM1X,5,5,43,1,kRP4CFM12
RP4,bCFM,1X,dCFM1X,6,1,17,1,kRP4CFM13
RP4,bCFM,1X,dCFM1X,6,2,27,1,kRP4CFM13
RP4,bCFM,1X,dCFM1X,6,3,38,1,kRP4CFM13
RP4,bCFM,1X,dCFM1X,6,4,41,1,kRP4CFM13
RP4,bCFM,1X,dCFM1X,6,5,48,0,kRP4CFM13
RP4,bCFM,1X,dCFM1X,7,1,6,1,kRP4CFM14
RP4,bCFM,1X,dCFM1X,7,2,17,1,kRP4CFM14
RP4,bCFM,1X,dCFM1X,7,3,36,1,kRP4CFM14
RP4,bCFM,1X,dCFM1X,7,4,44,1,kRP4CFM14
RP4,bCFM,1X,dCFM1X,7,5,44,1,kRP4CFM14
RP4,cCwt,0X,eCwt,1,1,6,1,lRP4Cwt1
RP4,cCwt,0X,eCwt,1,2,13,1,lRP4Cwt1
RP4,cCwt,0X,eCwt,1,3,16,1,lRP4Cwt1
RP4,cCwt,0X,eCwt,1,4,32,1,lRP4Cwt1
RP4,cCwt,0X,eCwt,1,5,33,1,lRP4Cwt1
RP4,cCwt,0X,eCwt,2,1,3,1,lRP4Cwt2
RP4,cCwt,0X,eCwt,2,2,10,1,lRP4Cwt2
RP4,cCwt,0X,eCwt,2,3,13,1,lRP4Cwt2
RP4,cCwt,0X,eCwt,2,4,13,0,lRP4Cwt2
RP4,cCwt,0X,eCwt,2,5,19,1,lRP4Cwt2
RP4,cCwt,0X,eCwt,3,1,25,1,lRP4Cwt3
RP4,cCwt,0X,eCwt,3,2,31,1,lRP4Cwt3
RP4,cCwt,0X,eCwt,3,3,31,1,lRP4Cwt3
RP4,cCwt,0X,eCwt,3,4,32,1,lRP4Cwt3
RP4,cCwt,0X,eCwt,3,5,40,1,lRP4Cwt3
RP4,cCwt,0X,eCwt,4,1,5,1,lRP4Cwt4
RP4,cCwt,0X,eCwt,4,2,12,1,lRP4Cwt4
RP4,cCwt,0X,eCwt,4,3,15,1,lRP4Cwt4
RP4,cCwt,0X,eCwt,4,4,24,1,lRP4Cwt4
RP4,cCwt,0X,eCwt,4,5,38,1,lRP4Cwt4
RP4,cCwt,0X,eCwt,5,1,13,1,lRP4Cwt5
RP4,cCwt,0X,eCwt,5,2,15,1,lRP4Cwt5
RP4,cCwt,0X,eCwt,5,3,16,1,lRP4Cwt5
RP4,cCwt,0X,eCwt,5,4,40,1,lRP4Cwt5
RP4,cCwt,0X,eCwt,5,5,43,1,lRP4Cwt5
RP4,cCwt,0X,eCwt,6,1,5,1,lRP4Cwt6
RP4,cCwt,0X,eCwt,6,2,12,1,lRP4Cwt6
RP4,cCwt,0X,eCwt,6,3,13,1,lRP4Cwt6
RP4,cCwt,0X,eCwt,6,4,26,1,lRP4Cwt6
RP4,cCwt,0X,eCwt,6,5,33,1,lRP4Cwt6
RP4,cCwt,0X,eCwt,7,1,6,1,lRP4Cwt7
RP4,cCwt,0X,eCwt,7,2,8,1,lRP4Cwt7
RP4,cCwt,0X,eCwt,7,3,16,1,lRP4Cwt7
RP4,cCwt,0X,eCwt,7,4,19,1,lRP4Cwt7
RP4,cCwt,0X,eCwt,7,5,38,1,lRP4Cwt7
